State,year,rate,rate_type,age
MD,2020,506.6,rate_abortions,2529
ME,2020,201.2,rate_abortions,2529
MI,2020,294.0,rate_abortions,2529
MN,2020,161.5,rate_abortions,2529
MO,2020,156.4,rate_abortions,2529
MS,2020,163.3,rate_abortions,2529
MT,2020,122.7,rate_abortions,2529
NC,2020,241.7,rate_abortions,2529
ND,2020,80.5,rate_abortions,2529
NE,2020,74.1,rate_abortions,2529
NH,2020,179.1,rate_abortions,2529
NJ,2020,610.2,rate_abortions,2529
NM,2020,154.2,rate_abortions,2529
NV,2020,300.4,rate_abortions,2529
NY,2020,582.6,rate_abortions,2529
OH,2020,169.7,rate_abortions,2529
OK,2020,157.8,rate_abortions,2529
OR,2020,191.0,rate_abortions,2529
PA,2020,290.0,rate_abortions,2529
RI,2020,303.8,rate_abortions,2529
SC,2020,204.3,rate_abortions,2529
SD,2020,54.3,rate_abortions,2529
TN,2020,133.0,rate_abortions,2529
TX,2020,165.6,rate_abortions,2529
US,2020,266.3,rate_abortions,2529
UT,2020,50.2,rate_abortions,2529
VA,2020,266.3,rate_abortions,2529
VT,2020,215.3,rate_abortions,2529
WA,2020,206.4,rate_abortions,2529
WI,2020,130.3,rate_abortions,2529
WV,2020,102.4,rate_abortions,2529
WY,2020,100.5,rate_abortions,2529
AK,2020,99.2,rate_abortions,3034
AL,2020,116.4,rate_abortions,3034
AR,2020,102.0,rate_abortions,3034
AZ,2020,125.0,rate_abortions,3034
CA,2020,227.3,rate_abortions,3034
CO,2020,115.5,rate_abortions,3034
CT,2020,194.9,rate_abortions,3034
DC,2020,332.4,rate_abortions,3034
DE,2020,169.6,rate_abortions,3034
FL,2020,252.6,rate_abortions,3034
GA,2020,224.8,rate_abortions,3034
HI,2020,128.0,rate_abortions,3034
IA,2020,60.7,rate_abortions,3034
ID,2020,64.3,rate_abortions,3034
IL,2020,190.4,rate_abortions,3034
IN,2020,95.2,rate_abortions,3034
KS,2020,73.4,rate_abortions,3034
KY,2020,86.0,rate_abortions,3034
LA,2020,107.2,rate_abortions,3034
MA,2020,153.6,rate_abortions,3034
MD,2020,251.2,rate_abortions,3034
ME,2020,130.4,rate_abortions,3034
MI,2020,187.2,rate_abortions,3034
MN,2020,96.4,rate_abortions,3034
MO,2020,109.6,rate_abortions,3034
MS,2020,134.4,rate_abortions,3034
MT,2020,86.0,rate_abortions,3034
NC,2020,164.7,rate_abortions,3034
ND,2020,59.9,rate_abortions,3034
NE,2020,48.7,rate_abortions,3034
NH,2020,105.3,rate_abortions,3034
NJ,2020,286.8,rate_abortions,3034
NM,2020,128.5,rate_abortions,3034
NV,2020,239.2,rate_abortions,3034
NY,2020,324.6,rate_abortions,3034
OH,2020,112.8,rate_abortions,3034
OK,2020,132.6,rate_abortions,3034
OR,2020,124.0,rate_abortions,3034
PA,2020,172.5,rate_abortions,3034
RI,2020,164.7,rate_abortions,3034
SC,2020,150.2,rate_abortions,3034
SD,2020,47.9,rate_abortions,3034
TN,2020,99.6,rate_abortions,3034
TX,2020,118.7,rate_abortions,3034
US,2020,172.0,rate_abortions,3034
UT,2020,44.4,rate_abortions,3034
VA,2020,165.2,rate_abortions,3034
VT,2020,137.3,rate_abortions,3034
WA,2020,133.8,rate_abortions,3034
WI,2020,78.4,rate_abortions,3034
WV,2020,77.0,rate_abortions,3034
WY,2020,80.5,rate_abortions,3034
AK,2020,100.0,rate_abortions,3539
AL,2020,142.4,rate_abortions,3539
AR,2020,120.0,rate_abortions,3539
AZ,2020,137.8,rate_abortions,3539
CA,2020,194.0,rate_abortions,3539
CO,2020,105.7,rate_abortions,3539
CT,2020,184.9,rate_abortions,3539
DC,2020,197.3,rate_abortions,3539
DE,2020,192.8,rate_abortions,3539
FL,2020,249.9,rate_abortions,3539
GA,2020,220.1,rate_abortions,3539
HI,2020,130.2,rate_abortions,3539
IA,2020,90.3,rate_abortions,3539
ID,2020,84.5,rate_abortions,3539
IL,2020,181.7,rate_abortions,3539
IN,2020,122.0,rate_abortions,3539
KS,2020,99.3,rate_abortions,3539
KY,2020,100.4,rate_abortions,3539
LA,2020,119.4,rate_abortions,3539
MA,2020,154.3,rate_abortions,3539
MD,2020,229.0,rate_abortions,3539
ME,2020,166.9,rate_abortions,3539
MI,2020,193.3,rate_abortions,3539
MN,2020,109.8,rate_abortions,3539
MO,2020,142.9,rate_abortions,3539
MS,2020,164.4,rate_abortions,3539
MT,2020,113.8,rate_abortions,3539
NC,2020,171.1,rate_abortions,3539
ND,2020,71.5,rate_abortions,3539
NE,2020,55.7,rate_abortions,3539
NH,2020,137.3,rate_abortions,3539
NJ,2020,266.1,rate_abortions,3539
NM,2020,151.8,rate_abortions,3539
NV,2020,248.6,rate_abortions,3539
NY,2020,296.6,rate_abortions,3539
OH,2020,128.5,rate_abortions,3539
OK,2020,141.6,rate_abortions,3539
OR,2020,127.6,rate_abortions,3539
PA,2020,174.7,rate_abortions,3539
RI,2020,161.3,rate_abortions,3539
SC,2020,176.4,rate_abortions,3539
SD,2020,37.9,rate_abortions,3539
TN,2020,107.8,rate_abortions,3539
TX,2020,132.1,rate_abortions,3539
US,2020,175.7,rate_abortions,3539
UT,2020,55.5,rate_abortions,3539
VA,2020,175.4,rate_abortions,3539
VT,2020,142.2,rate_abortions,3539
WA,2020,144.0,rate_abortions,3539
WI,2020,90.2,rate_abortions,3539
WV,2020,92.3,rate_abortions,3539
WY,2020,93.6,rate_abortions,3539
AK,2020,160.0,rate_abortions,40plus
AL,2020,194.1,rate_abortions,40plus
AR,2020,183.4,rate_abortions,40plus
AZ,2020,218.8,rate_abortions,40plus
CA,2020,275.6,rate_abortions,40plus
CO,2020,195.3,rate_abortions,40plus
CT,2020,275.9,rate_abortions,40plus
DC,2020,290.6,rate_abortions,40plus
DE,2020,287.3,rate_abortions,40plus
FL,2020,398.6,rate_abortions,40plus
GA,2020,339.4,rate_abortions,40plus
HI,2020,241.4,rate_abortions,40plus
IA,2020,137.9,rate_abortions,40plus
ID,2020,127.3,rate_abortions,40plus
IL,2020,280.5,rate_abortions,40plus
IN,2020,200.9,rate_abortions,40plus
KS,2020,184.9,rate_abortions,40plus
KY,2020,180.8,rate_abortions,40plus
LA,2020,207.9,rate_abortions,40plus
MA,2020,254.2,rate_abortions,40plus
MD,2020,339.1,rate_abortions,40plus
ME,2020,221.8,rate_abortions,40plus
MI,2020,337.0,rate_abortions,40plus
MN,2020,208.7,rate_abortions,40plus
MO,2020,272.7,rate_abortions,40plus
MS,2020,204.4,rate_abortions,40plus
MT,2020,216.8,rate_abortions,40plus
NC,2020,239.8,rate_abortions,40plus
ND,2020,166.0,rate_abortions,40plus
NE,2020,146.2,rate_abortions,40plus
NH,2020,247.7,rate_abortions,40plus
NJ,2020,447.9,rate_abortions,40plus
NM,2020,217.0,rate_abortions,40plus
NV,2020,381.5,rate_abortions,40plus
NY,2020,444.4,rate_abortions,40plus
OH,2020,252.8,rate_abortions,40plus
OK,2020,283.1,rate_abortions,40plus
OR,2020,263.3,rate_abortions,40plus
PA,2020,295.8,rate_abortions,40plus
RI,2020,319.4,rate_abortions,40plus
SC,2020,277.1,rate_abortions,40plus
SD,2020,95.2,rate_abortions,40plus
TN,2020,167.8,rate_abortions,40plus
TX,2020,210.9,rate_abortions,40plus
US,2020,257.2,rate_abortions,40plus
UT,2020,108.6,rate_abortions,40plus
VA,2020,263.4,rate_abortions,40plus
VT,2020,241.9,rate_abortions,40plus
WA,2020,241.7,rate_abortions,40plus
WI,2020,167.5,rate_abortions,40plus
WV,2020,168.5,rate_abortions,40plus
WY,2020,194.5,rate_abortions,40plus
AK,2005,5.1,rate_pregnancies,lt15
AL,2005,8.7,rate_pregnancies,lt15
AR,2005,8.8,rate_pregnancies,lt15
AZ,2005,8.1,rate_pregnancies,lt15
CA,2005,8.1,rate_pregnancies,lt15
CO,2005,7.0,rate_pregnancies,lt15
CT,2005,7.0,rate_pregnancies,lt15
DC,2005,30.4,rate_pregnancies,lt15
DE,2005,8.7,rate_pregnancies,lt15
FL,2005,8.8,rate_pregnancies,lt15
GA,2005,10.3,rate_pregnancies,lt15
HI,2005,5.8,rate_pregnancies,lt15
IA,2005,3.6,rate_pregnancies,lt15
ID,2005,3.5,rate_pregnancies,lt15
IL,2005,7.8,rate_pregnancies,lt15
IN,2005,4.1,rate_pregnancies,lt15
KS,2005,4.6,rate_pregnancies,lt15
KY,2005,4.8,rate_pregnancies,lt15
LA,2005,9.1,rate_pregnancies,lt15
MA,2005,4.6,rate_pregnancies,lt15
MD,2005,7.9,rate_pregnancies,lt15
ME,2005,3.1,rate_pregnancies,lt15
MI,2005,7.2,rate_pregnancies,lt15
MN,2005,3.4,rate_pregnancies,lt15
MO,2005,5.7,rate_pregnancies,lt15
MS,2005,15.0,rate_pregnancies,lt15
MT,2005,4.0,rate_pregnancies,lt15
NC,2005,9.1,rate_pregnancies,lt15
ND,2005,,rate_pregnancies,lt15
NE,2005,4.4,rate_pregnancies,lt15
NH,2005,2.0,rate_pregnancies,lt15
NJ,2005,8.2,rate_pregnancies,lt15
NM,2005,9.9,rate_pregnancies,lt15
NV,2005,7.2,rate_pregnancies,lt15
NY,2005,9.9,rate_pregnancies,lt15
OH,2005,6.5,rate_pregnancies,lt15
OK,2005,7.0,rate_pregnancies,lt15
OR,2005,4.8,rate_pregnancies,lt15
PA,2005,6.4,rate_pregnancies,lt15
RI,2005,6.6,rate_pregnancies,lt15
SC,2005,8.6,rate_pregnancies,lt15
SD,2005,2.2,rate_pregnancies,lt15
TN,2005,8.5,rate_pregnancies,lt15
TX,2005,7.7,rate_pregnancies,lt15
US,2005,7.4,rate_pregnancies,lt15
UT,2005,3.9,rate_pregnancies,lt15
VA,2005,5.8,rate_pregnancies,lt15
VT,2005,3.4,rate_pregnancies,lt15
WA,2005,5.5,rate_pregnancies,lt15
WI,2005,4.3,rate_pregnancies,lt15
WV,2005,3.1,rate_pregnancies,lt15
WY,2005,4.8,rate_pregnancies,lt15
AK,2005,30.1,rate_pregnancies,1517
AL,2005,38.6,rate_pregnancies,1517
AR,2005,40.7,rate_pregnancies,1517
AZ,2005,51.2,rate_pregnancies,1517
CA,2005,42.1,rate_pregnancies,1517
CO,2005,38.8,rate_pregnancies,1517
CT,2005,34.0,rate_pregnancies,1517
DC,2005,106.1,rate_pregnancies,1517
DE,2005,44.3,rate_pregnancies,1517
FL,2005,42.0,rate_pregnancies,1517
GA,2005,42.4,rate_pregnancies,1517
HI,2005,41.6,rate_pregnancies,1517
IA,2005,25.4,rate_pregnancies,1517
ID,2005,25.0,rate_pregnancies,1517
IL,2005,39.9,rate_pregnancies,1517
IN,2005,30.3,rate_pregnancies,1517
KS,2005,29.2,rate_pregnancies,1517
KY,2005,33.4,rate_pregnancies,1517
LA,2005,35.3,rate_pregnancies,1517
MA,2005,25.5,rate_pregnancies,1517
MD,2005,34.6,rate_pregnancies,1517
ME,2005,20.8,rate_pregnancies,1517
MI,2005,32.4,rate_pregnancies,1517
MN,2005,20.6,rate_pregnancies,1517
MO,2005,30.9,rate_pregnancies,1517
MS,2005,44.7,rate_pregnancies,1517
MT,2005,30.2,rate_pregnancies,1517
NC,2005,40.4,rate_pregnancies,1517
ND,2005,20.5,rate_pregnancies,1517
NE,2005,27.0,rate_pregnancies,1517
NH,2005,15.1,rate_pregnancies,1517
NJ,2005,41.3,rate_pregnancies,1517
NM,2005,56.7,rate_pregnancies,1517
NV,2005,51.8,rate_pregnancies,1517
NY,2005,46.1,rate_pregnancies,1517
OH,2005,32.3,rate_pregnancies,1517
OK,2005,38.5,rate_pregnancies,1517
OR,2005,29.3,rate_pregnancies,1517
PA,2005,27.7,rate_pregnancies,1517
RI,2005,32.5,rate_pregnancies,1517
SC,2005,44.7,rate_pregnancies,1517
SD,2005,27.0,rate_pregnancies,1517
TN,2005,39.2,rate_pregnancies,1517
TX,2005,49.7,rate_pregnancies,1517
US,2005,37.8,rate_pregnancies,1517
UT,2005,22.1,rate_pregnancies,1517
VA,2005,29.7,rate_pregnancies,1517
VT,2005,19.2,rate_pregnancies,1517
WA,2005,31.2,rate_pregnancies,1517
WI,2005,23.7,rate_pregnancies,1517
WV,2005,30.1,rate_pregnancies,1517
WY,2005,30.0,rate_pregnancies,1517
AK,2005,128.1,rate_pregnancies,1819
AL,2005,118.7,rate_pregnancies,1819
AR,2005,139.0,rate_pregnancies,1819
AZ,2005,150.6,rate_pregnancies,1819
CA,2005,129.2,rate_pregnancies,1819
CO,2005,113.4,rate_pregnancies,1819
CT,2005,95.1,rate_pregnancies,1819
DC,2005,113.3,rate_pregnancies,1819
DE,2005,117.5,rate_pregnancies,1819
FL,2005,134.9,rate_pregnancies,1819
GA,2005,135.6,rate_pregnancies,1819
HI,2005,121.0,rate_pregnancies,1819
IA,2005,80.9,rate_pregnancies,1819
ID,2005,94.6,rate_pregnancies,1819
IL,2005,110.8,rate_pregnancies,1819
IN,2005,106.0,rate_pregnancies,1819
KS,2005,101.8,rate_pregnancies,1819
KY,2005,111.5,rate_pregnancies,1819
LA,2005,113.6,rate_pregnancies,1819
MA,2005,73.0,rate_pregnancies,1819
MD,2005,118.1,rate_pregnancies,1819
ME,2005,77.0,rate_pregnancies,1819
MI,2005,103.3,rate_pregnancies,1819
MN,2005,75.6,rate_pregnancies,1819
MO,2005,109.6,rate_pregnancies,1819
MS,2005,137.7,rate_pregnancies,1819
MT,2005,94.7,rate_pregnancies,1819
NC,2005,122.0,rate_pregnancies,1819
ND,2005,64.7,rate_pregnancies,1819
NE,2005,78.4,rate_pregnancies,1819
NH,2005,60.8,rate_pregnancies,1819
NJ,2005,124.8,rate_pregnancies,1819
NM,2005,148.6,rate_pregnancies,1819
NV,2005,166.1,rate_pregnancies,1819
NY,2005,120.2,rate_pregnancies,1819
OH,2005,107.1,rate_pregnancies,1819
OK,2005,126.4,rate_pregnancies,1819
OR,2005,98.7,rate_pregnancies,1819
PA,2005,83.7,rate_pregnancies,1819
RI,2005,82.3,rate_pregnancies,1819
SC,2005,120.8,rate_pregnancies,1819
SD,2005,84.0,rate_pregnancies,1819
TN,2005,134.9,rate_pregnancies,1819
TX,2005,145.4,rate_pregnancies,1819
US,2005,116.0,rate_pregnancies,1819
UT,2005,70.3,rate_pregnancies,1819
VA,2005,103.6,rate_pregnancies,1819
VT,2005,62.0,rate_pregnancies,1819
WA,2005,103.2,rate_pregnancies,1819
WI,2005,78.9,rate_pregnancies,1819
WV,2005,102.4,rate_pregnancies,1819
WY,2005,112.7,rate_pregnancies,1819
AK,2005,65.2,rate_pregnancies,1519
AL,2005,70.8,rate_pregnancies,1519
AR,2005,79.7,rate_pregnancies,1519
AZ,2005,90.0,rate_pregnancies,1519
CA,2005,75.4,rate_pregnancies,1519
CO,2005,68.4,rate_pregnancies,1519
CT,2005,57.3,rate_pregnancies,1519
DC,2005,110.2,rate_pregnancies,1519
DE,2005,75.4,rate_pregnancies,1519
FL,2005,77.9,rate_pregnancies,1519
GA,2005,78.6,rate_pregnancies,1519
HI,2005,71.4,rate_pregnancies,1519
IA,2005,48.6,rate_pregnancies,1519
ID,2005,53.2,rate_pregnancies,1519
IL,2005,67.3,rate_pregnancies,1519
IN,2005,61.0,rate_pregnancies,1519
KS,2005,58.5,rate_pregnancies,1519
KY,2005,64.7,rate_pregnancies,1519
LA,2005,67.3,rate_pregnancies,1519
MA,2005,45.5,rate_pregnancies,1519
MD,2005,66.0,rate_pregnancies,1519
ME,2005,42.8,rate_pregnancies,1519
MI,2005,60.0,rate_pregnancies,1519
MN,2005,42.3,rate_pregnancies,1519
MO,2005,62.3,rate_pregnancies,1519
MS,2005,82.2,rate_pregnancies,1519
MT,2005,55.4,rate_pregnancies,1519
NC,2005,73.4,rate_pregnancies,1519
ND,2005,40.7,rate_pregnancies,1519
NE,2005,48.2,rate_pregnancies,1519
NH,2005,33.3,rate_pregnancies,1519
NJ,2005,71.0,rate_pregnancies,1519
NM,2005,92.8,rate_pregnancies,1519
NV,2005,93.3,rate_pregnancies,1519
NY,2005,75.4,rate_pregnancies,1519
OH,2005,61.5,rate_pregnancies,1519
OK,2005,74.0,rate_pregnancies,1519
OR,2005,56.8,rate_pregnancies,1519
PA,2005,50.6,rate_pregnancies,1519
RI,2005,55.4,rate_pregnancies,1519
SC,2005,75.7,rate_pregnancies,1519
SD,2005,50.3,rate_pregnancies,1519
TN,2005,77.0,rate_pregnancies,1519
TX,2005,87.2,rate_pregnancies,1519
US,2005,68.7,rate_pregnancies,1519
UT,2005,42.8,rate_pregnancies,1519
VA,2005,59.7,rate_pregnancies,1519
VT,2005,37.8,rate_pregnancies,1519
WA,2005,59.2,rate_pregnancies,1519
WI,2005,46.1,rate_pregnancies,1519
WV,2005,59.9,rate_pregnancies,1519
WY,2005,64.1,rate_pregnancies,1519
AK,2005,66.3,rate_pregnancies,lt20
AL,2005,72.5,rate_pregnancies,lt20
AR,2005,81.5,rate_pregnancies,lt20
AZ,2005,91.7,rate_pregnancies,lt20
CA,2005,77.1,rate_pregnancies,lt20
CO,2005,69.8,rate_pregnancies,lt20
CT,2005,58.8,rate_pregnancies,lt20
DC,2005,114.9,rate_pregnancies,lt20
DE,2005,77.0,rate_pregnancies,lt20
FL,2005,79.7,rate_pregnancies,lt20
GA,2005,80.8,rate_pregnancies,lt20
HI,2005,72.6,rate_pregnancies,lt20
IA,2005,49.3,rate_pregnancies,lt20
ID,2005,53.9,rate_pregnancies,lt20
IL,2005,68.9,rate_pregnancies,lt20
IN,2005,61.8,rate_pregnancies,lt20
KS,2005,59.4,rate_pregnancies,lt20
KY,2005,65.6,rate_pregnancies,lt20
LA,2005,69.0,rate_pregnancies,lt20
MA,2005,46.4,rate_pregnancies,lt20
MD,2005,67.7,rate_pregnancies,lt20
ME,2005,43.4,rate_pregnancies,lt20
MI,2005,61.5,rate_pregnancies,lt20
MN,2005,42.9,rate_pregnancies,lt20
MO,2005,63.4,rate_pregnancies,lt20
MS,2005,85.2,rate_pregnancies,lt20
MT,2005,56.2,rate_pregnancies,lt20
NC,2005,75.3,rate_pregnancies,lt20
ND,2005,41.0,rate_pregnancies,lt20
NE,2005,49.0,rate_pregnancies,lt20
NH,2005,33.7,rate_pregnancies,lt20
NJ,2005,72.7,rate_pregnancies,lt20
NM,2005,94.7,rate_pregnancies,lt20
NV,2005,94.9,rate_pregnancies,lt20
NY,2005,77.4,rate_pregnancies,lt20
OH,2005,62.8,rate_pregnancies,lt20
OK,2005,75.4,rate_pregnancies,lt20
OR,2005,57.7,rate_pregnancies,lt20
PA,2005,51.8,rate_pregnancies,lt20
RI,2005,56.6,rate_pregnancies,lt20
SC,2005,77.4,rate_pregnancies,lt20
SD,2005,50.7,rate_pregnancies,lt20
TN,2005,78.7,rate_pregnancies,lt20
TX,2005,88.8,rate_pregnancies,lt20
US,2005,70.2,rate_pregnancies,lt20
UT,2005,43.5,rate_pregnancies,lt20
VA,2005,60.8,rate_pregnancies,lt20
VT,2005,38.4,rate_pregnancies,lt20
WA,2005,60.3,rate_pregnancies,lt20
WI,2005,46.9,rate_pregnancies,lt20
WV,2005,60.5,rate_pregnancies,lt20
WY,2005,65.0,rate_pregnancies,lt20
AK,2005,189.8,rate_pregnancies,2024
AL,2005,165.8,rate_pregnancies,2024
AR,2005,183.4,rate_pregnancies,2024
AZ,2005,198.0,rate_pregnancies,2024
CA,2005,178.2,rate_pregnancies,2024
CO,2005,154.3,rate_pregnancies,2024
CT,2005,144.8,rate_pregnancies,2024
DC,2005,152.3,rate_pregnancies,2024
DE,2005,177.7,rate_pregnancies,2024
FL,2005,179.6,rate_pregnancies,2024
GA,2005,184.4,rate_pregnancies,2024
HI,2005,165.4,rate_pregnancies,2024
IA,2005,137.1,rate_pregnancies,2024
ID,2005,181.5,rate_pregnancies,2024
IL,2005,147.9,rate_pregnancies,2024
IN,2005,157.1,rate_pregnancies,2024
KS,2005,153.7,rate_pregnancies,2024
KY,2005,156.2,rate_pregnancies,2024
LA,2005,155.5,rate_pregnancies,2024
MA,2005,111.2,rate_pregnancies,2024
MD,2005,169.8,rate_pregnancies,2024
ME,2005,134.2,rate_pregnancies,2024
MI,2005,152.0,rate_pregnancies,2024
MN,2005,128.6,rate_pregnancies,2024
MO,2005,159.1,rate_pregnancies,2024
MS,2005,188.5,rate_pregnancies,2024
MT,2005,141.4,rate_pregnancies,2024
NC,2005,171.9,rate_pregnancies,2024
ND,2005,108.5,rate_pregnancies,2024
NE,2005,139.9,rate_pregnancies,2024
NH,2005,107.6,rate_pregnancies,2024
NJ,2005,174.5,rate_pregnancies,2024
NM,2005,195.1,rate_pregnancies,2024
NV,2005,209.3,rate_pregnancies,2024
NY,2005,169.8,rate_pregnancies,2024
OH,2005,155.3,rate_pregnancies,2024
OK,2005,177.6,rate_pregnancies,2024
OR,2005,148.7,rate_pregnancies,2024
PA,2005,131.0,rate_pregnancies,2024
RI,2005,121.2,rate_pregnancies,2024
SC,2005,164.4,rate_pregnancies,2024
SD,2005,147.3,rate_pregnancies,2024
TN,2005,172.0,rate_pregnancies,2024
TX,2005,191.4,rate_pregnancies,2024
US,2005,164.7,rate_pregnancies,2024
UT,2005,162.2,rate_pregnancies,2024
VA,2005,155.5,rate_pregnancies,2024
VT,2005,111.0,rate_pregnancies,2024
WA,2005,150.7,rate_pregnancies,2024
WI,2005,122.5,rate_pregnancies,2024
WV,2005,147.1,rate_pregnancies,2024
WY,2005,176.0,rate_pregnancies,2024
AK,2005,184.6,rate_pregnancies,2529
AL,2005,154.8,rate_pregnancies,2529
AR,2005,155.8,rate_pregnancies,2529
AZ,2005,181.5,rate_pregnancies,2529
CA,2005,178.0,rate_pregnancies,2529
CO,2005,162.8,rate_pregnancies,2529
CT,2005,167.9,rate_pregnancies,2529
DC,2005,133.3,rate_pregnancies,2529
DE,2005,168.7,rate_pregnancies,2529
FL,2005,177.1,rate_pregnancies,2529
GA,2005,171.5,rate_pregnancies,2529
HI,2005,162.6,rate_pregnancies,2529
IA,2005,198.9,rate_pregnancies,2529
ID,2005,198.8,rate_pregnancies,2529
IL,2005,167.6,rate_pregnancies,2529
IN,2005,171.7,rate_pregnancies,2529
KS,2005,188.6,rate_pregnancies,2529
KY,2005,154.9,rate_pregnancies,2529
LA,2005,145.6,rate_pregnancies,2529
MA,2005,135.4,rate_pregnancies,2529
MD,2005,178.9,rate_pregnancies,2529
ME,2005,156.5,rate_pregnancies,2529
MI,2005,182.1,rate_pregnancies,2529
MN,2005,182.4,rate_pregnancies,2529
MO,2005,168.6,rate_pregnancies,2529
MS,2005,163.5,rate_pregnancies,2529
MT,2005,175.8,rate_pregnancies,2529
NC,2005,166.0,rate_pregnancies,2529
ND,2005,207.8,rate_pregnancies,2529
NE,2005,200.7,rate_pregnancies,2529
NH,2005,160.0,rate_pregnancies,2529
NJ,2005,190.6,rate_pregnancies,2529
NM,2005,170.1,rate_pregnancies,2529
NV,2005,182.5,rate_pregnancies,2529
NY,2005,174.3,rate_pregnancies,2529
OH,2005,162.5,rate_pregnancies,2529
OK,2005,173.2,rate_pregnancies,2529
OR,2005,161.7,rate_pregnancies,2529
PA,2005,155.4,rate_pregnancies,2529
RI,2005,151.0,rate_pregnancies,2529
SC,2005,157.3,rate_pregnancies,2529
SD,2005,201.3,rate_pregnancies,2529
TN,2005,155.3,rate_pregnancies,2529
TX,2005,182.2,rate_pregnancies,2529
US,2005,172.0,rate_pregnancies,2529
UT,2005,229.9,rate_pregnancies,2529
VA,2005,165.2,rate_pregnancies,2529
VT,2005,166.3,rate_pregnancies,2529
WA,2005,160.6,rate_pregnancies,2529
WI,2005,176.3,rate_pregnancies,2529
WV,2005,151.2,rate_pregnancies,2529
WY,2005,188.5,rate_pregnancies,2529
AK,2005,129.8,rate_pregnancies,3034
AL,2005,100.5,rate_pregnancies,3034
AR,2005,97.0,rate_pregnancies,3034
AZ,2005,140.1,rate_pregnancies,3034
CA,2005,153.2,rate_pregnancies,3034
CO,2005,136.6,rate_pregnancies,3034
CT,2005,159.5,rate_pregnancies,3034
DC,2005,129.5,rate_pregnancies,3034
DE,2005,145.1,rate_pregnancies,3034
FL,2005,132.9,rate_pregnancies,3034
GA,2005,126.6,rate_pregnancies,3034
HI,2005,139.7,rate_pregnancies,3034
IA,2005,125.5,rate_pregnancies,3034
ID,2005,127.3,rate_pregnancies,3034
IL,2005,142.1,rate_pregnancies,3034
IN,2005,115.7,rate_pregnancies,3034
KS,2005,125.5,rate_pregnancies,3034
KY,2005,100.1,rate_pregnancies,3034
LA,2005,93.9,rate_pregnancies,3034
MA,2005,157.2,rate_pregnancies,3034
MD,2005,157.0,rate_pregnancies,3034
ME,2005,116.5,rate_pregnancies,3034
MI,2005,132.6,rate_pregnancies,3034
MN,2005,148.9,rate_pregnancies,3034
MO,2005,117.4,rate_pregnancies,3034
MS,2005,95.6,rate_pregnancies,3034
MT,2005,120.2,rate_pregnancies,3034
NC,2005,123.0,rate_pregnancies,3034
ND,2005,124.7,rate_pregnancies,3034
NE,2005,136.9,rate_pregnancies,3034
NH,2005,142.9,rate_pregnancies,3034
NJ,2005,175.4,rate_pregnancies,3034
NM,2005,114.6,rate_pregnancies,3034
NV,2005,136.6,rate_pregnancies,3034
NY,2005,159.8,rate_pregnancies,3034
OH,2005,125.3,rate_pregnancies,3034
OK,2005,105.4,rate_pregnancies,3034
OR,2005,122.6,rate_pregnancies,3034
PA,2005,137.4,rate_pregnancies,3034
RI,2005,145.6,rate_pregnancies,3034
SC,2005,113.7,rate_pregnancies,3034
SD,2005,133.2,rate_pregnancies,3034
TN,2005,104.3,rate_pregnancies,3034
TX,2005,132.0,rate_pregnancies,3034
US,2005,135.6,rate_pregnancies,3034
UT,2005,152.7,rate_pregnancies,3034
VA,2005,136.7,rate_pregnancies,3034
VT,2005,117.7,rate_pregnancies,3034
WA,2005,132.7,rate_pregnancies,3034
WI,2005,131.2,rate_pregnancies,3034
WV,2005,89.3,rate_pregnancies,3034
WY,2005,109.4,rate_pregnancies,3034
AK,2005,64.4,rate_pregnancies,3539
AL,2005,40.7,rate_pregnancies,3539
AR,2005,38.2,rate_pregnancies,3539
AZ,2005,65.1,rate_pregnancies,3539
CA,2005,83.7,rate_pregnancies,3539
CO,2005,71.5,rate_pregnancies,3539
CT,2005,82.7,rate_pregnancies,3539
DC,2005,99.8,rate_pregnancies,3539
DE,2005,64.9,rate_pregnancies,3539
FL,2005,65.6,rate_pregnancies,3539
GA,2005,59.4,rate_pregnancies,3539
HI,2005,80.5,rate_pregnancies,3539
IA,2005,54.3,rate_pregnancies,3539
ID,2005,57.1,rate_pregnancies,3539
IL,2005,72.5,rate_pregnancies,3539
IN,2005,47.5,rate_pregnancies,3539
KS,2005,56.9,rate_pregnancies,3539
KY,2005,41.3,rate_pregnancies,3539
LA,2005,41.2,rate_pregnancies,3539
MA,2005,86.1,rate_pregnancies,3539
MD,2005,81.2,rate_pregnancies,3539
ME,2005,49.3,rate_pregnancies,3539
MI,2005,59.4,rate_pregnancies,3539
MN,2005,69.5,rate_pregnancies,3539
MO,2005,51.4,rate_pregnancies,3539
MS,2005,37.1,rate_pregnancies,3539
MT,2005,54.5,rate_pregnancies,3539
NC,2005,56.0,rate_pregnancies,3539
ND,2005,51.4,rate_pregnancies,3539
NE,2005,61.8,rate_pregnancies,3539
NH,2005,61.4,rate_pregnancies,3539
NJ,2005,89.5,rate_pregnancies,3539
NM,2005,54.7,rate_pregnancies,3539
NV,2005,70.4,rate_pregnancies,3539
NY,2005,88.5,rate_pregnancies,3539
OH,2005,54.0,rate_pregnancies,3539
OK,2005,43.9,rate_pregnancies,3539
OR,2005,62.9,rate_pregnancies,3539
PA,2005,62.9,rate_pregnancies,3539
RI,2005,69.6,rate_pregnancies,3539
SC,2005,50.3,rate_pregnancies,3539
